id,number,title,state,body,author,comments_count,labels,url,created_at,closed_at,sentiment,category,urgency
3757910394,115702,Transformations - Add field from calculation: add Logic operators to Binary operation,open,"<!-- Please only use this template for submitting feature requests -->

**Why is this needed**:
The “Add field from calculation” transformation supports only mathematical functions, but in many cases it is necessary to create a new field using basic logical operators. For example, creating a field C = 1 if Field A > Field B, and so on.

**What would you like to be added**:
Add logic operators to ""Add field from calculation"" transformation. It could be just extend binary operators with < > == and != operators. 
The closest example is the IF function in MySQL, which many people currently use to implement basic logic at the DataSource layer.

**Who is this feature for?**
Most users rely on a workaround by moving any logic to the data source layer, for example to MySQL or Infinity. 
However, when working with a Prometheus data source — or especially with mixed queries from different data sources such as Prometheus and SQL together — this quickly becomes painful and, in some cases, even impossible. And all that you have left for data processing and aggregation are ""transformations"".

For example, I would like to color table cell A based on the value of table cell B.
This is a simple and commonly requested operation: you need to display some data in one cell, but highlight it based on an additional external condition. The internet has been full of questions about how to do this for more than five years, yet there is still no clear or proper solution.
“Config from query results” could solve this problem. However, if you cannot create an intermediate field based on a logical condition, then “Config from query results” becomes useless for this use case. 

Without logical operations, we are forced to use such a terrible mathematical expression to implement a simple logical function A > B.
flag = max( min( (A - B) / abs(A - B), 1 ), 0 )

",archer-v,0,"type/feature-request, area/transformations, automated-triage",https://github.com/grafana/grafana/issues/115702,2025-12-23T16:34:50Z,,negative,feature_request,high
3757831515,115699,Text Panel: Use bottom pane for text entry,open,"**Why is this needed**:

The text panel visualization does not utilize a datasource for rendering. Instead, users enter in text in the right side pane, and that text is shown in the visualization. Because of this, there is no bottom pane.

With no bottom pane, we end up with a lot of unused space. The current input for the text panel being on the left means there is only a small window to enter text into, which is non-ideal 


**What would you like to be added**:

We would like the bottom pane to show, but instead of the current datasource selector/query editor and transformation tabs, to include the text box used for inputting into the text panel.

The current location of the text box in the side panel can be removed.

Mock up:

<img width=""858"" height=""491"" alt=""Image"" src=""https://github.com/user-attachments/assets/f280fad7-c9c7-4e44-a22e-19581c582594"" />",gelicia,0,"type/feature-request, area/panel/text, internal, area/dataviz, needs design",https://github.com/grafana/grafana/issues/115699,2025-12-23T16:07:28Z,,neutral,feature_request,medium
3757665714,115697,Alert Rule Detail → History: query result values display with excessive significant digits,open,"**Summary**
On the Alert Rule Detail → History page the numeric results for each query are rendered with very high precision (many decimal places), which clutters the UI and makes the page harder to read. 

**Reproduction steps**
1. Open Grafana and navigate to an Alert Rule.  
2. Click **Alert Rule Detail** → **History** (or navigate to the rule history / query-results view).  
3. Inspect the displayed numeric values for each query result (values under the results column).


",rodrigopk,0,"area/alerting, area/frontend, internal",https://github.com/grafana/grafana/issues/115697,2025-12-23T15:05:26Z,,negative,bug,medium
3757573109,115696,Alerting: Grafana UI has a broken serialization of time.Duration from Mimir alertmanager datasources,open,"### What happened?

## Summary

The Grafana UI treats Mimir Alertmanager config of `webhook_config.timeout`, which should be a `time.Duration`, as Go int64 object.

## Impact

We can not update Mimir alertmanager config through datasources from Grafana UI which errors out with:

```
error=""yaml: unmarshal errors:\n  line 1: cannot unmarshal !!int `0` into time.Duration\n  line 1: cannot unmarshal !!int `0` into time.Duration""
```

### What did you expect to happen?

Grafana should respect duration as regular expression instead of int.

### Did this work before?

N/A

### How do we reproduce it?

With a Mimir alertmanager config as follows (which should have a `webhook_config.timeout = 0` by default):

```
global: {}
    inhibit_rules:
    - equal:
      - alertname
      source_matchers:
      - severity=critical
      target_matchers:
      - severity=warning
    receivers:
    - name: default
    - name: oncall
      webhook_configs:
      - send_resolved: true
        url: <secret>
    - name: oncall-heartbeat
      webhook_configs:
      - send_resolved: false
        url: <secret>
    route:
      group_by:
      - alertgroup
      - alertname
      group_interval: 5m
      group_wait: 10s
      receiver: default
      repeat_interval: 3h
      routes:
      - active_time_intervals: []
        continue: true
        group_by:
        - alertname
        - severity
        - alertgroup
        - stack_name
        - namespace
        group_interval: 5m
        group_wait: 30s
        matchers:
        - severity=critical
        - source=infra
        mute_time_intervals: []
        receiver: oncall
        repeat_interval: 3h
        routes: []
      - active_time_intervals: []
        continue: true
        group_by:
        - alertname
        - severity
        - alertgroup
        - stack_name
        - namespace
        - support_tier
        group_interval: 5m
        group_wait: 30s
        matchers:
        - severity=critical
        - source=tenant
        - support_tier=premium
        mute_time_intervals: []
        receiver: oncall
        repeat_interval: 3h
        routes: []
      - active_time_intervals: []
        continue: false
        group_by:
        - alertname
        - severity
        - alertgroup
        group_interval: 3m
        group_wait: 1s
        matchers:
        - severity=none
        - alertname=Watchdog
        mute_time_intervals: []
        receiver: oncall-heartbeat
        repeat_interval: 6m
        routes: []
    templates:
    - /etc/alertmanager/*.tmpl
    time_intervals: []
```

Under Grafana Alerting, in the **Edit configuration** panel, the config however shows that timeout is treated as an int:


```
{
  ""alertmanager_config"": {
    ""global"": {
      ""resolve_timeout"": ""5m"",
      ""http_config"": {
        ""tls_config"": {
          ""insecure_skip_verify"": false
        },
        ""follow_redirects"": true,
        ""enable_http2"": true,
        ""proxy_url"": null
      },
      ""smtp_hello"": ""localhost"",
      ""smtp_smarthost"": """",
      ""smtp_require_tls"": true,
      ""pagerduty_url"": ""https://events.pagerduty.com/v2/enqueue"",
      ""opsgenie_api_url"": ""https://api.opsgenie.com/"",
      ""wechat_api_url"": ""https://qyapi.weixin.qq.com/cgi-bin/"",
      ""victorops_api_url"": ""https://alert.victorops.com/integrations/generic/20131114/alert/"",
      ""telegram_api_url"": ""https://api.telegram.org"",
      ""webex_api_url"": ""https://webexapis.com/v1/messages""
    },
    ""route"": {
      ""receiver"": ""default"",
      ""group_by"": [
        ""alertgroup"",
        ""alertname""
      ],
      ""routes"": [
        {
          ""receiver"": ""oncall"",
          ""group_by"": [
            ""alertname"",
            ""severity"",
            ""alertgroup"",
            ""stack_name"",
            ""namespace""
          ],
          ""matchers"": [
            ""severity=\""critical\"""",
            ""source=\""infra\""""
          ],
          ""continue"": true,
          ""group_wait"": ""30s"",
          ""group_interval"": ""5m"",
          ""repeat_interval"": ""3h""
        },
        {
          ""receiver"": ""oncall"",
          ""group_by"": [
            ""alertname"",
            ""severity"",
            ""alertgroup"",
            ""stack_name"",
            ""namespace"",
            ""support_tier""
          ],
          ""matchers"": [
            ""severity=\""critical\"""",
            ""source=\""tenant\"""",
            ""support_tier=\""premium\""""
          ],
          ""continue"": true,
          ""group_wait"": ""30s"",
          ""group_interval"": ""5m"",
          ""repeat_interval"": ""3h""
        },
        {
          ""receiver"": ""oncall-heartbeat"",
          ""group_by"": [
            ""alertname"",
            ""severity"",
            ""alertgroup""
          ],
          ""matchers"": [
            ""alertname=\""Watchdog\"""",
            ""severity=\""none\""""
          ],
          ""group_wait"": ""1s"",
          ""group_interval"": ""3m"",
          ""repeat_interval"": ""6m""
        }
      ],
      ""group_wait"": ""10s"",
      ""group_interval"": ""5m"",
      ""repeat_interval"": ""3h""
    },
    ""inhibit_rules"": [
      {
        ""source_matchers"": [
          ""severity=\""critical\""""
        ],
        ""target_matchers"": [
          ""severity=\""warning\""""
        ],
        ""equal"": [
          ""alertname""
        ]
      }
    ],
    ""templates"": [
      ""/etc/alertmanager/*.tmpl""
    ],
    ""receivers"": [
      {
        ""name"": ""default""
      },
      {
        ""name"": ""oncall"",
        ""webhook_configs"": [
          {
            ""send_resolved"": true,
            ""http_config"": {
              ""tls_config"": {
                ""insecure_skip_verify"": false
              },
              ""follow_redirects"": true,
              ""enable_http2"": true,
              ""proxy_url"": null
            },
            ""url"": ""<secret>"",
            ""url_file"": """",
            ""max_alerts"": 0,
            ""timeout"": 0
          }
        ]
      },
      {
        ""name"": ""oncall-heartbeat"",
        ""webhook_configs"": [
          {
            ""send_resolved"": false,
            ""http_config"": {
              ""tls_config"": {
                ""insecure_skip_verify"": false
              },
              ""follow_redirects"": true,
              ""enable_http2"": true,
              ""proxy_url"": null
            },
            ""url"": ""<secret>"",
            ""url_file"": """",
            ""max_alerts"": 0,
            ""timeout"": 0
          }
        ]
      }
    ]
  },
  ""template_files"": {},
  ""template_file_provenances"": {}
}
```


### Is the bug inside a dashboard panel?

_No response_

### Environment (with versions)?

- Grafana: 12.0.1
- Mimir: 2.16.0
- Grafana Operator: 5.18.0

### Grafana platform?

Kubernetes

### Datasource(s)?

Mimir Alertmanager",FecoDoo,0,"type/bug, area/alerting, datasource/Alertmanager, automated-triage",https://github.com/grafana/grafana/issues/115696,2025-12-23T14:31:34Z,,negative,bug,high
3756952308,115686,Suggested Dashboards: Add strong integration with DS setup,open,"We want to add a stronger integration when configuring a datasource, for instance we could show suggestions immediately after successful data source onboarding, not buried behind “Build a dashboard.”
",axelavargas,0,"type/epic, internal, dashboard-library",https://github.com/grafana/grafana/issues/115686,2025-12-23T10:52:17Z,,positive,feature_request,medium
3756938408,115685,Template Dashboards: Connect to Grafana Assistant and measure usage/impact.,open,"Suggested Dashboards can provide inspirational examples that Grafana Assistant can use to generate higher-quality dashboards automatically. (see [this slack thread](https://raintank-corp.slack.com/archives/C08JKQKQ448/p1764583812803769) for similar thought for dashboard templates)

This includes:

- Allowing the Assistant to search for relevant template dashboards
- Navigating to “new-from-suggestions” flows
- Producing dashboards that are inspired by Grafana’s template dashboards ideas
- Preview before confirmation
- Identifies what would be broken, so we can tell the user before they confirm they would like to create this dashboard [[requested during user interviews](https://docs.google.com/document/d/1d7U_C74uHCXba90tSjy86w4mZwr_LFlBfnVJEIqBnlU/edit?tab=t.j56e0tdpp69w)]
- Measure usage/impact.

Todo:

- [ ] [Design work for development] ""Build with Assistant"" call-to-action",axelavargas,0,"type/epic, internal, dashboard-library",https://github.com/grafana/grafana/issues/115685,2025-12-23T10:46:56Z,,positive,feature_request,medium
3756933073,115684,Template Dashboards: Add guidance to Methodology templates for connecting templates to real data ,open,"We want to offer guidance on methodology dashboards for connecting to real data 

Current Templates are using dummy data (USE framework, DORA, Golden Signals, North-star)

The main objective is two offer tips, expected metric types, placeholder queries, or instructional metadata to help users understand which metrics correspond to each panel’s purpose.

**Todo:**
- [ ] Design work for development
",axelavargas,0,"type/epic, internal, needs design, dashboard-library",https://github.com/grafana/grafana/issues/115684,2025-12-23T10:44:51Z,,positive,feature_request,medium
3756920277,115683,Template Dashboards: Add two general high-quality template layouts.,open,"Layout templates they can adapt to make their own (OSS/free) 

- 1 General (classic dashboard)  
- 1 Dynamic dashboard

**Todo:**

- [ ] Design work for development
",axelavargas,0,"type/epic, internal, dashboard-library",https://github.com/grafana/grafana/issues/115683,2025-12-23T10:39:49Z,,positive,feature_request,medium
3756914162,115682,Suggested Dashboards: Integrate with Grafana Assistant,open,"Suggested Dashboards can provide inspirational examples that Grafana Assistant can use to generate higher-quality dashboards automatically. (see [this slack thread](https://raintank-corp.slack.com/archives/C08JKQKQ448/p1764583812803769) for similar thought for dashboard templates)

**This includes:**

- Allowing the Assistant to search for relevant suggested dashboards
- Navigating to “new-from-suggestions” flows
- Producing dashboards that are inspired by Grafana’s provisioned / community ideas
- Preview before confirmation
- Identifies what would be broken, so we can tell the user before they confirm they would like to create this dashboard [[requested during user interviews](https://docs.google.com/document/d/1d7U_C74uHCXba90tSjy86w4mZwr_LFlBfnVJEIqBnlU/edit?tab=t.j56e0tdpp69w)]
- [Design work for development] ""Build with Assistant"" call-to-action
",axelavargas,0,"type/epic, internal, dashboard-library",https://github.com/grafana/grafana/issues/115682,2025-12-23T10:37:31Z,,positive,feature_request,medium
3756904931,115681,Suggested Dashboards: Explore filtering out dashboards before they are suggested,open,"As we suggest dashboards, we want to aim for curated dashboards that works out of the box and avoid listing dashboards that do not provide value.

Goal is this issue: Explore the code and answer the following questions:

- Can we filter out dashboards before they are suggested? If not, how can we communicate to the user when a dashboard does not provide value.
- Can we hide dashboards that won't load at all, or will return ""No Data"" in 90% of the panels (maybe a pre-validate queries on the dashboard against the customer's data?)
  
 ",axelavargas,0,"internal, dashboard-library",https://github.com/grafana/grafana/issues/115681,2025-12-23T10:34:27Z,,neutral,feature_request,medium
